Data	Local	venda	itens	tipo_produto
23/dez	loja02	7843,2	152	roupa
24/dez	loja02	23556	453	roupa
25/dez	loja02	7924	140	roupa
26/dez	loja02	23983,8	426	roupa
27/dez	loja02	21525,4	442	roupa
28/dez	loja02	27322,4	476	roupa
29/dez	loja02	9915,7	229	roupa
30/dez	loja02	4923,1	91	roupa
31/dez	loja02	25034,4	456	roupa
01/jan	loja03	13508,2	274	roupa
02/jan	loja03	10856	230	roupa
03/jan	loja03	19734	345	roupa
04/jan	loja03	2929	58	roupa
05/jan	loja03	2953,8	54	roupa
06/jan	loja03	17978	356	roupa
07/jan	loja03	8573,4	198	roupa
08/jan	loja03	27709,5	455	roupa
09/jan	loja03	24540,9	457	roupa
10/jan	loja03	8653	170	roupa
11/jan	loja03	22234,5	405	roupa
12/jan	loja03	12976,7	251	roupa
13/jan	loja03	23283	398	roupa
14/jan	loja03	8991	162	roupa
15/jan	loja03	6973,2	156	roupa
16/jan	loja03	6839,1	153	roupa
17/jan	loja03	25071	411	roupa
18/jan	loja03	2794,8	51	roupa
19/jan	loja03	18089,4	413	roupa
20/jan	loja03	17350,2	357	roupa
21/jan	loja03	15051,8	323	roupa
22/jan	loja03	5115,6	116	roupa
23/jan	loja03	4992	96	roupa
24/jan	loja03	13371,5	235	roupa
25/jan	loja03	11327,4	261	roupa
26/jan	loja03	21074,3	377	roupa
27/jan	loja03	3333,6	72	roupa
28/jan	loja03	16005	291	roupa
29/jan	loja03	4062,9	87	roupa
30/jan	loja03	21949,2	402	roupa
31/jan	loja03	9085	158	roupa
01/fev	loja03	20247,6	359	roupa
02/fev	loja03	19918	433	roupa
03/fev	loja03	23135,7	479	roupa
04/fev	loja03	2836,8	48	roupa
05/fev	loja03	6510,7	131	roupa
06/fev	loja03	17628	312	roupa
07/fev	loja03	17577	315	roupa
08/fev	loja03	7533,6	172	roupa
09/fev	loja03	20479,2	424	roupa
10/fev	loja03	9826	170	roupa
11/fev	loja03	10660,2	218	roupa
12/fev	loja03	8619,9	177	roupa
13/fev	loja03	16280	296	roupa
14/fev	loja03	25944,9	439	roupa
15/fev	loja03	18921	357	roupa
16/fev	loja03	7465,5	135	roupa
17/fev	loja03	16731	338	roupa
18/fev	loja03	7325	125	roupa
19/fev	loja03	10952	185	roupa
20/fev	loja03	9651,4	214	roupa
21/fev	loja03	7718,4	128	roupa
22/fev	loja03	2345,2	41	roupa
23/fev	loja03	10936,8	196	roupa
24/fev	loja03	7946,4	132	roupa
25/fev	loja03	21129,6	426	roupa
26/fev	loja03	7335	150	roupa
27/fev	loja03	18084	330	roupa
28/fev	loja03	9757,2	188	roupa
29/fev	loja03	10228,4	182	roupa
01/mar	loja03	3709,2	66	roupa
02/mar	loja03	25397	466	roupa
03/mar	loja03	17605,6	373	roupa
04/mar	loja03	10478,6	242	roupa
05/mar	loja03	7140	140	roupa
06/mar	loja03	3342,8	61	roupa
07/mar	loja03	21413,4	401	roupa
08/mar	loja03	6527,4	138	roupa
09/mar	loja03	17313	398	roupa
10/mar	loja03	13286,9	257	roupa
11/mar	loja03	2679	57	roupa
12/mar	loja03	21257,4	426	roupa
13/mar	loja03	18077,6	383	roupa
14/mar	loja03	21122,7	389	roupa
15/mar	loja03	7404,3	171	roupa
16/mar	loja03	11091,6	234	roupa
17/mar	loja03	15927,3	347	roupa
18/mar	loja03	26032,7	439	roupa
19/mar	loja03	16645,2	291	roupa
20/mar	loja03	22163	370	roupa
21/mar	loja03	14809,2	258	roupa
22/mar	loja03	9553,5	193	roupa
23/mar	loja03	25243,3	479	roupa
24/mar	loja03	5555,2	124	roupa
25/mar	loja03	21413,1	411	roupa
26/mar	loja03	19812,8	427	roupa
27/mar	loja03	7192,8	148	roupa
28/mar	loja03	13323,7	277	roupa
29/mar	loja03	19153,9	323	roupa
30/mar	loja03	7252,2	158	roupa
31/mar	loja03	7862,4	156	roupa
01/abr	loja03	13546,4	236	roupa
02/abr	loja03	8643,6	196	roupa
03/abr	loja03	25424	454	roupa
04/abr	loja03	20888	373	roupa
05/abr	loja03	8472,8	178	roupa
06/abr	loja03	19333,6	338	roupa
07/abr	loja03	17040	355	roupa
08/abr	loja03	21103	470	roupa
09/abr	loja03	14566,4	256	roupa
10/abr	loja03	4876,8	96	roupa
11/abr	loja03	22991	415	roupa
12/abr	loja03	25317	435	roupa
13/abr	loja03	5950,8	116	roupa
14/abr	loja03	21389,4	459	roupa
15/abr	loja03	9447	201	roupa
16/abr	loja03	8164,8	189	roupa
17/abr	loja03	3706,2	71	roupa
18/abr	loja03	21654	401	roupa
19/abr	loja03	11272,8	231	roupa
20/abr	loja03	8080,8	168	roupa
21/abr	loja03	18906	411	roupa
22/abr	loja03	16400	328	roupa
23/abr	loja03	14674,6	307	roupa
24/abr	loja03	3255	70	roupa
25/abr	loja03	23490,9	387	roupa
26/abr	loja03	6272	128	roupa
27/abr	loja03	19021,2	393	roupa
28/abr	loja03	10546,5	237	roupa
29/abr	loja03	7425,4	137	roupa
30/abr	loja03	4662,4	94	roupa
01/mai	loja03	5657,1	109	roupa
02/mai	loja03	7287,5	125	roupa
03/mai	loja03	18435,7	313	roupa
04/mai	loja03	4916,4	102	roupa
05/mai	loja03	17420,2	322	roupa
06/mai	loja03	8207,5	175	roupa
07/mai	loja03	5770,6	122	roupa
08/mai	loja03	11466	195	roupa
09/mai	loja03	9592,8	168	roupa
10/mai	loja03	2427,6	51	roupa
11/mai	loja03	6892,2	126	roupa
12/mai	loja03	2597,4	54	roupa
13/mai	loja03	9323,6	163	roupa
14/mai	loja03	14959,6	298	roupa
15/mai	loja03	12357,6	271	roupa
16/mai	loja03	3102,4	56	roupa
17/mai	loja03	7505	158	roupa
18/mai	loja03	12342,4	203	roupa
19/mai	loja03	17964	360	roupa
20/mai	loja03	7014,4	137	roupa
21/mai	loja03	13433	266	roupa
22/mai	loja03	5090,8	89	roupa
23/mai	loja03	9926,4	192	roupa
24/mai	loja03	5128,9	119	roupa
25/mai	loja03	10546,2	189	roupa
26/mai	loja03	15481,6	328	roupa
27/mai	loja03	14943,6	252	roupa
28/mai	loja03	18255,6	396	roupa
29/mai	loja03	16596,8	368	roupa
30/mai	loja03	8949	157	roupa
31/mai	loja03	13062,8	226	roupa
01/jun	loja03	12960,2	274	roupa
02/jun	loja03	5958,4	112	roupa
03/jun	loja03	17342	299	roupa
04/jun	loja03	11335,5	229	roupa
05/jun	loja03	22255,4	446	roupa
06/jun	loja03	9230,8	188	roupa
07/jun	loja03	11208	240	roupa
08/jun	loja03	17453	310	roupa
09/jun	loja03	16467	330	roupa
10/jun	loja03	16889,6	364	roupa
11/jun	loja03	19345,4	394	roupa
12/jun	loja03	10051	230	roupa
13/jun	loja03	19673	382	roupa
14/jun	loja03	14698,2	262	roupa
15/jun	loja03	21777,8	418	roupa
16/jun	loja03	14044,2	263	roupa
17/jun	loja03	15806,4	296	roupa
18/jun	loja03	19403,4	438	roupa
19/jun	loja03	7064,2	143	roupa
20/jun	loja03	16485,4	278	roupa
21/jun	loja03	16346,1	309	roupa
22/jun	loja03	9186,6	183	roupa
23/jun	loja03	6136	118	roupa
24/jun	loja03	19606,1	323	roupa
25/jun	loja03	5310,6	106	roupa
26/jun	loja03	20461	370	roupa
27/jun	loja03	9813,6	188	roupa
28/jun	loja03	2793,8	61	roupa
29/jun	loja03	9081,6	176	roupa
30/jun	loja03	11051	257	roupa
01/jul	loja03	3450	60	roupa
02/jul	loja03	22323,8	422	roupa
03/jul	loja03	6425,3	137	roupa
04/jul	loja03	5296,2	97	roupa
05/jul	loja03	11952,8	268	roupa
06/jul	loja03	11161,8	234	roupa
07/jul	loja03	11693,7	213	roupa
08/jul	loja03	23722,2	414	roupa
09/jul	loja03	13571,6	262	roupa
10/jul	loja03	4108,2	82	roupa
11/jul	loja03	8976,8	196	roupa
12/jul	loja03	19727,6	331	roupa
13/jul	loja03	11415,1	211	roupa
14/jul	loja03	19270	410	roupa
15/jul	loja03	16540,6	382	roupa
16/jul	loja03	3649	82	roupa
17/jul	loja03	5768,4	114	roupa
18/jul	loja03	2900	58	roupa
19/jul	loja03	13520	260	roupa
20/jul	loja03	5246,1	87	roupa
21/jul	loja03	18375	375	roupa
22/jul	loja03	22236	436	roupa
23/jul	loja03	8283	165	roupa
24/jul	loja03	8121,5	185	roupa
25/jul	loja03	12540	220	roupa
26/jul	loja03	5443,2	108	roupa
27/jul	loja03	11274,6	258	roupa
28/jul	loja03	11384,4	212	roupa
29/jul	loja03	5438,4	103	roupa
30/jul	loja03	8800,9	167	roupa
31/jul	loja03	20697,3	377	roupa
01/ago	loja03	16704	320	roupa
02/ago	loja03	14442	249	roupa
03/ago	loja03	19920,6	459	roupa
04/ago	loja03	1986,6	43	roupa
05/ago	loja03	4785	87	roupa
06/ago	loja03	6248,7	131	roupa
07/ago	loja03	22193,6	388	roupa
08/ago	loja03	13035	275	roupa
09/ago	loja03	20998,6	371	roupa
10/ago	loja03	13193,6	224	roupa
11/ago	loja03	10787,4	234	roupa
12/ago	loja03	18462,8	404	roupa
13/ago	loja03	19584	408	roupa
14/ago	loja03	15056,9	289	roupa
15/ago	loja03	22099	451	roupa
16/ago	loja03	20940	349	roupa
17/ago	loja03	16209,6	307	roupa
18/ago	loja03	12387,6	279	roupa
19/ago	loja03	4059,6	68	roupa
20/ago	loja03	18954	405	roupa
21/ago	loja03	17848,8	402	roupa
22/ago	loja03	8992,5	165	roupa
23/ago	loja03	13664,8	232	roupa
24/ago	loja03	3397,2	57	roupa
25/ago	loja03	8388	180	roupa
26/ago	loja03	5850	100	roupa
27/ago	loja03	28464	480	roupa
28/ago	loja03	19608	456	roupa
29/ago	loja03	19507,2	384	roupa
30/ago	loja03	20553	465	roupa
31/ago	loja03	22491,9	373	roupa
01/set	loja03	11544,4	217	roupa
02/set	loja03	19231,8	399	roupa
03/set	loja03	14428,8	288	roupa
04/set	loja03	12465	277	roupa
05/set	loja03	5497,2	108	roupa
06/set	loja03	21520,8	392	roupa
07/set	loja03	7106,8	163	roupa
08/set	loja03	7527,6	153	roupa
09/set	loja03	2126,6	49	roupa
10/set	loja03	15846,6	343	roupa
11/set	loja03	8176	140	roupa
12/set	loja03	5647,2	104	roupa
13/set	loja03	7616	136	roupa
14/set	loja03	4067	83	roupa
15/set	loja03	23140	445	roupa
16/set	loja03	3164	70	roupa
17/set	loja03	6697,8	122	roupa
18/set	loja03	19302,8	428	roupa
19/set	loja03	17960,8	314	roupa
20/set	loja03	5811,6	116	roupa
21/set	loja03	22394,7	447	roupa
22/set	loja03	6071,7	111	roupa
23/set	loja03	26834,5	451	roupa
24/set	loja03	17372,4	372	roupa
25/set	loja03	16629,6	338	roupa
26/set	loja03	17490,3	337	roupa
27/set	loja03	4213,3	91	roupa
28/set	loja03	8511,3	147	roupa
29/set	loja03	4797,1	89	roupa
30/set	loja03	10030	170	roupa
01/out	loja03	11316,3	201	roupa
02/out	loja03	22533	370	roupa
03/out	loja03	15136	352	roupa
04/out	loja03	15600,9	323	roupa
05/out	loja03	22620	377	roupa
06/out	loja03	7558,2	171	roupa
07/out	loja03	22672	416	roupa
08/out	loja03	9343,2	204	roupa
09/out	loja03	26292,1	467	roupa
10/out	loja03	12790,8	228	roupa
11/out	loja03	10414,8	198	roupa
12/out	loja03	20187,5	425	roupa
13/out	loja03	13188,7	227	roupa
14/out	loja03	12905	290	roupa
15/out	loja03	4980,8	88	roupa
16/out	loja03	21624	408	roupa
17/out	loja03	17751,3	321	roupa
18/out	loja03	9105,3	151	roupa
19/out	loja03	7835,1	147	roupa
20/out	loja03	11485,1	197	roupa
21/out	loja03	22436	395	roupa
22/out	loja03	12938,5	229	roupa
23/out	loja03	17501,4	378	roupa
24/out	loja03	3478,2	62	roupa
25/out	loja03	10696	191	roupa
26/out	loja03	7614	135	roupa
27/out	loja03	9629,2	181	roupa
28/out	loja03	20520,5	451	roupa
29/out	loja03	16460,6	338	roupa
30/out	loja03	20087,2	422	roupa
31/out	loja03	16284	354	roupa
01/nov	loja03	6166,8	108	roupa
02/nov	loja03	6647	115	roupa
03/nov	loja03	8662,5	165	roupa
04/nov	loja03	12351	230	roupa
05/nov	loja03	3685,5	65	roupa
06/nov	loja03	18364,1	409	roupa
07/nov	loja03	14531,4	243	roupa
08/nov	loja03	26752,8	471	roupa
09/nov	loja03	11372,4	234	roupa
10/nov	loja03	21930,8	436	roupa
11/nov	loja03	18025,5	305	roupa
12/nov	loja03	16080	335	roupa
13/nov	loja03	6048	108	roupa
14/nov	loja03	18669,8	337	roupa
15/nov	loja03	5345,7	103	roupa
16/nov	loja03	8726,5	155	roupa
17/nov	loja03	7701	151	roupa
18/nov	loja03	8548,8	156	roupa
19/nov	loja03	7291,2	124	roupa
20/nov	loja03	2841,6	64	roupa
21/nov	loja03	11160	240	roupa
22/nov	loja03	16791	290	roupa
23/nov	loja03	19901,7	351	roupa
24/nov	loja03	10465,2	204	roupa
25/nov	loja03	7882,2	151	roupa
26/nov	loja03	26674,2	438	roupa
27/nov	loja03	10738	182	roupa
28/nov	loja03	17611,1	299	roupa
29/nov	loja03	5943	105	roupa
30/nov	loja03	17226	330	roupa
01/dez	loja03	7114,2	142	roupa
02/dez	loja03	21179,2	427	roupa
03/dez	loja03	16464	343	roupa
04/dez	loja03	8385	195	roupa
05/dez	loja03	21311	422	roupa
06/dez	loja03	26388,5	445	roupa
07/dez	loja03	3665,4	82	roupa
08/dez	loja03	10212,4	211	roupa
09/dez	loja03	12443,5	205	roupa
10/dez	loja03	11377,6	208	roupa
11/dez	loja03	19052,6	439	roupa
12/dez	loja03	5013,2	83	roupa
13/dez	loja03	4692,6	79	roupa
14/dez	loja03	5270	100	roupa
15/dez	loja03	19470,4	344	roupa
16/dez	loja03	17879,7	321	roupa
17/dez	loja03	15636,6	306	roupa
18/dez	loja03	18119,6	388	roupa
19/dez	loja03	18228	392	roupa
20/dez	loja03	4870,8	99	roupa
21/dez	loja03	3211,6	74	roupa
22/dez	loja03	5071,5	115	roupa
23/dez	loja03	3160,9	73	roupa
24/dez	loja03	5817	105	roupa
25/dez	loja03	15806,3	263	roupa
26/dez	loja03	14850	250	roupa
27/dez	loja03	15641,4	262	roupa
28/dez	loja03	19042,2	426	roupa
29/dez	loja03	20610,8	476	roupa
30/dez	loja03	13309,6	262	roupa
31/dez	loja03	14520	240	roupa
01/jan	loja01	6256,6	109	brinquedo
02/jan	loja01	17895,9	319	brinquedo
03/jan	loja01	12168	234	brinquedo
04/jan	loja01	10713,6	248	brinquedo
05/jan	loja01	18993,2	412	brinquedo
06/jan	loja01	25795,8	459	brinquedo
07/jan	loja01	9636	220	brinquedo
08/jan	loja01	19526,4	432	brinquedo
09/jan	loja01	17192,5	325	brinquedo
10/jan	loja01	23464,9	461	brinquedo
11/jan	loja01	2980,8	54	brinquedo
12/jan	loja01	17306,1	287	brinquedo
13/jan	loja01	21482,6	466	brinquedo
14/jan	loja01	13143,5	271	brinquedo
15/jan	loja01	22831,2	453	brinquedo
16/jan	loja01	3697,5	75	brinquedo
17/jan	loja01	17160	390	brinquedo
18/jan	loja01	17967	318	brinquedo
19/jan	loja01	20950,8	474	brinquedo
20/jan	loja01	21049	434	brinquedo
21/jan	loja01	15265	355	brinquedo
22/jan	loja01	5559	102	brinquedo
23/jan	loja01	18119,6	388	brinquedo
24/jan	loja01	3648	80	brinquedo
25/jan	loja01	19345,7	409	brinquedo
26/jan	loja01	21001,8	426	brinquedo
27/jan	loja01	8049,6	156	brinquedo
28/jan	loja01	17601,3	369	brinquedo
29/jan	loja01	16494,8	274	brinquedo
30/jan	loja01	14193,2	274	brinquedo
31/jan	loja01	13003,2	301	brinquedo
01/fev	loja01	6375,8	142	brinquedo
02/fev	loja01	6055,4	137	brinquedo
03/fev	loja01	14069,7	243	brinquedo
04/fev	loja01	2849	55	brinquedo
05/fev	loja01	7602,4	172	brinquedo
06/fev	loja01	9813,6	188	brinquedo
07/fev	loja01	22095,1	401	brinquedo
08/fev	loja01	13129,8	237	brinquedo
09/fev	loja01	17871,6	318	brinquedo
10/fev	loja01	6786	130	brinquedo
11/fev	loja01	14637,6	321	brinquedo
12/fev	loja01	5861,8	106	brinquedo
13/fev	loja01	18090	300	brinquedo
14/fev	loja01	16013,2	266	brinquedo
15/fev	loja01	9572,5	175	brinquedo
16/fev	loja01	10027,4	181	brinquedo
17/fev	loja01	18555,6	329	brinquedo
18/fev	loja01	12279,5	205	brinquedo
19/fev	loja01	7664,8	143	brinquedo
20/fev	loja01	2304,8	43	brinquedo
21/fev	loja01	15118,2	333	brinquedo
22/fev	loja01	23323,4	421	brinquedo
23/fev	loja01	23296	416	brinquedo
24/fev	loja01	11484	198	brinquedo
25/fev	loja01	19453,5	393	brinquedo
26/fev	loja01	12313,6	208	brinquedo
27/fev	loja01	18977,6	409	brinquedo
28/fev	loja01	23722,2	414	brinquedo
29/fev	loja01	20797,7	407	brinquedo
01/mar	loja01	13658,4	271	brinquedo
02/mar	loja01	23527,7	427	brinquedo
03/mar	loja01	6762,8	116	brinquedo
04/mar	loja01	6851	130	brinquedo
05/mar	loja01	4056,8	88	brinquedo
06/mar	loja01	3636	72	brinquedo
07/mar	loja01	24908,4	444	brinquedo
08/mar	loja01	3788,4	66	brinquedo
09/mar	loja01	17766,1	341	brinquedo
10/mar	loja01	10759	203	brinquedo
11/mar	loja01	6943	131	brinquedo
12/mar	loja01	16025,6	313	brinquedo
13/mar	loja01	15934,4	368	brinquedo
14/mar	loja01	11700,8	206	brinquedo
15/mar	loja01	3555	79	brinquedo
16/mar	loja01	22264,2	378	brinquedo
17/mar	loja01	11898,4	214	brinquedo
18/mar	loja01	13806	260	brinquedo
19/mar	loja01	6432,8	136	brinquedo
20/mar	loja01	21360	445	brinquedo
21/mar	loja01	14482,7	251	brinquedo
22/mar	loja01	20228,8	376	brinquedo
23/mar	loja01	11599,2	216	brinquedo
24/mar	loja01	17365	302	brinquedo
25/mar	loja01	12232,2	222	brinquedo
26/mar	loja01	2769,3	51	brinquedo
27/mar	loja01	11980,5	245	brinquedo
28/mar	loja01	6529,1	109	brinquedo
29/mar	loja01	10192	208	brinquedo
30/mar	loja01	14889,6	288	brinquedo
31/mar	loja01	9338	203	brinquedo
01/abr	loja01	6072	110	brinquedo
02/abr	loja01	4646,4	96	brinquedo
03/abr	loja01	19436	344	brinquedo
04/abr	loja01	18757,2	348	brinquedo
05/abr	loja01	16598,4	336	brinquedo
06/abr	loja01	8568	170	brinquedo
07/abr	loja01	17960,1	393	brinquedo
08/abr	loja01	22641,6	424	brinquedo
09/abr	loja01	9157,4	211	brinquedo
10/abr	loja01	22509,4	467	brinquedo
11/abr	loja01	23378,4	408	brinquedo
12/abr	loja01	9472,4	199	brinquedo
13/abr	loja01	19238,5	353	brinquedo
14/abr	loja01	16684	388	brinquedo
15/abr	loja01	19175,4	402	brinquedo
16/abr	loja01	18025,5	305	brinquedo
17/abr	loja01	15249	345	brinquedo
18/abr	loja01	26934,4	443	brinquedo
19/abr	loja01	13316,2	278	brinquedo
20/abr	loja01	17322,7	311	brinquedo
21/abr	loja01	8643	201	brinquedo
22/abr	loja01	11244,5	215	brinquedo
23/abr	loja01	18645	339	brinquedo
24/abr	loja01	8876,5	205	brinquedo
25/abr	loja01	5688,9	129	brinquedo
26/abr	loja01	19294,2	397	brinquedo
27/abr	loja01	5485,8	123	brinquedo
28/abr	loja01	19105,1	343	brinquedo
29/abr	loja01	12641,2	221	brinquedo
30/abr	loja01	23308,8	384	brinquedo
01/mai	loja01	9520	200	brinquedo
02/mai	loja01	10608	195	brinquedo
03/mai	loja01	26421,6	436	brinquedo
04/mai	loja01	5260,8	96	brinquedo
05/mai	loja01	9973,5	183	brinquedo
06/mai	loja01	16907,4	279	brinquedo
07/mai	loja01	23720	400	brinquedo
08/mai	loja01	12260,4	204	brinquedo
09/mai	loja01	3416	61	brinquedo
10/mai	loja01	16467,3	321	brinquedo
11/mai	loja01	7487,1	141	brinquedo
12/mai	loja01	22462,5	375	brinquedo
13/mai	loja01	13659,1	247	brinquedo
14/mai	loja01	19000,8	377	brinquedo
15/mai	loja01	11652,2	203	brinquedo
16/mai	loja01	24449,4	423	brinquedo
17/mai	loja01	15866,4	264	brinquedo
18/mai	loja01	9926,4	188	brinquedo
19/mai	loja01	17711	398	brinquedo
20/mai	loja01	3230,5	71	brinquedo
21/mai	loja01	21301,2	366	brinquedo
22/mai	loja01	17946,3	367	brinquedo
23/mai	loja01	26953,5	453	brinquedo
24/mai	loja01	3758,4	87	brinquedo
25/mai	loja01	4656	96	brinquedo
26/mai	loja01	18106,8	382	brinquedo
27/mai	loja01	4906	110	brinquedo
28/mai	loja01	16886,1	357	brinquedo
29/mai	loja01	5019	105	brinquedo
30/mai	loja01	10199	235	brinquedo
31/mai	loja01	14300	275	brinquedo
01/jun	loja01	3507,2	64	brinquedo
02/jun	loja01	17659,5	305	brinquedo
03/jun	loja01	11513,6	224	brinquedo
04/jun	loja01	16747,7	373	brinquedo
05/jun	loja01	6198,4	104	brinquedo
06/jun	loja01	4281,6	96	brinquedo
07/jun	loja01	14018,2	266	brinquedo
08/jun	loja01	20381,2	406	brinquedo
09/jun	loja01	6220,8	144	brinquedo
10/jun	loja01	3762	66	brinquedo
11/jun	loja01	2652	60	brinquedo
12/jun	loja01	5282,3	101	brinquedo
13/jun	loja01	14415,2	296	brinquedo
14/jun	loja01	6104,6	131	brinquedo
15/jun	loja01	21655,8	454	brinquedo
16/jun	loja01	8032,7	167	brinquedo
17/jun	loja01	12233,5	215	brinquedo
18/jun	loja01	10065,7	191	brinquedo
19/jun	loja01	19138,8	389	brinquedo
20/jun	loja01	7772	145	brinquedo
21/jun	loja01	15649,9	283	brinquedo
22/jun	loja01	27379,8	477	brinquedo
23/jun	loja01	6011,4	129	brinquedo
24/jun	loja01	21619,5	435	brinquedo
25/jun	loja01	17089,8	313	brinquedo
26/jun	loja01	17216,1	333	brinquedo
27/jun	loja01	26484,3	459	brinquedo
28/jun	loja01	7852	151	brinquedo
29/jun	loja01	16562,3	379	brinquedo
30/jun	loja01	16590	350	brinquedo
01/jul	loja01	8478,3	177	brinquedo
02/jul	loja01	23827,8	453	brinquedo
03/jul	loja01	14200	284	brinquedo
04/jul	loja01	21755	458	brinquedo
05/jul	loja01	5164,6	98	brinquedo
06/jul	loja01	7662,6	129	brinquedo
07/jul	loja01	20980,2	438	brinquedo
08/jul	loja01	16837	298	brinquedo
09/jul	loja01	12102,4	248	brinquedo
10/jul	loja01	11591,8	242	brinquedo
11/jul	loja01	27342	465	brinquedo
12/jul	loja01	9310,4	184	brinquedo
13/jul	loja01	16158,6	282	brinquedo
14/jul	loja01	8904,6	153	brinquedo
15/jul	loja01	5837	130	brinquedo
16/jul	loja01	13016,9	221	brinquedo
17/jul	loja01	14023,8	318	brinquedo
18/jul	loja01	17751	291	brinquedo
19/jul	loja01	18124	394	brinquedo
20/jul	loja01	3705,6	64	brinquedo
21/jul	loja01	21152,6	406	brinquedo
22/jul	loja01	14422,8	238	brinquedo
23/jul	loja01	16632	315	brinquedo
24/jul	loja01	12001,8	241	brinquedo
25/jul	loja01	12794,6	247	brinquedo
26/jul	loja01	21762,6	437	brinquedo
27/jul	loja01	2277	45	brinquedo
28/jul	loja01	5763	113	brinquedo
29/jul	loja01	11939,9	259	brinquedo
30/jul	loja01	18507,6	318	brinquedo
31/jul	loja01	25465	463	brinquedo
01/ago	loja01	20622,8	473	brinquedo
02/ago	loja01	9342	180	brinquedo
03/ago	loja01	10316,8	208	brinquedo
04/ago	loja01	5038	110	brinquedo
05/ago	loja01	7923,3	147	brinquedo
06/ago	loja01	15017,4	309	brinquedo
07/ago	loja01	3383,1	63	brinquedo
08/ago	loja01	11504,2	194	brinquedo
09/ago	loja01	16614	355	brinquedo
10/ago	loja01	19894,8	354	brinquedo
11/ago	loja01	23029,9	391	brinquedo
12/ago	loja01	4458,3	77	brinquedo
13/ago	loja01	8292,8	146	brinquedo
14/ago	loja01	5990	100	brinquedo
15/ago	loja01	7885,4	178	brinquedo
16/ago	loja01	7800	156	brinquedo
17/ago	loja01	13708,8	288	brinquedo
18/ago	loja01	7491	165	brinquedo
19/ago	loja01	7764,9	143	brinquedo
20/ago	loja01	2556,4	44	brinquedo
21/ago	loja01	8995,6	172	brinquedo
22/ago	loja01	23337,6	442	brinquedo
23/ago	loja01	11038,6	194	brinquedo
24/ago	loja01	8002,8	156	brinquedo
25/ago	loja01	10016,7	173	brinquedo
26/ago	loja01	17748	360	brinquedo
27/ago	loja01	13846	322	brinquedo
28/ago	loja01	17228,4	293	brinquedo
29/ago	loja01	9912	177	brinquedo
30/ago	loja01	28495,5	471	brinquedo
31/ago	loja01	11182,4	232	brinquedo
01/set	loja01	12230,4	224	brinquedo
02/set	loja01	16718,4	387	brinquedo
03/set	loja01	17989,4	374	brinquedo
04/set	loja01	13912,5	265	brinquedo
05/set	loja01	24139,5	399	brinquedo
06/set	loja01	9364,4	164	brinquedo
07/set	loja01	14131,2	256	brinquedo
08/set	loja01	17086,3	317	brinquedo
09/set	loja01	13721,6	268	brinquedo
10/set	loja01	7974	180	brinquedo
11/set	loja01	7799,6	148	brinquedo
12/set	loja01	24724,3	433	brinquedo
13/set	loja01	2039,8	47	brinquedo
14/set	loja01	5801,6	112	brinquedo
15/set	loja01	9296	166	brinquedo
16/set	loja01	10631,2	194	brinquedo
17/set	loja01	13694,4	317	brinquedo
18/set	loja01	12520,9	217	brinquedo
19/set	loja01	12646,4	256	brinquedo
20/set	loja01	4392	72	brinquedo
21/set	loja01	3234,6	54	brinquedo
22/set	loja01	13252,5	285	brinquedo
23/set	loja01	7965,9	167	brinquedo
24/set	loja01	15584	320	brinquedo
25/set	loja01	4797	82	brinquedo
26/set	loja01	7571,2	169	brinquedo
27/set	loja01	12707	262	brinquedo
28/set	loja01	13202	287	brinquedo
29/set	loja01	16170	294	brinquedo
30/set	loja01	19241	355	brinquedo
01/out	loja01	20615	434	brinquedo
02/out	loja01	14006,7	237	brinquedo
03/out	loja01	9862,3	193	brinquedo
04/out	loja01	15953,7	321	brinquedo
05/out	loja01	20897,6	353	brinquedo
06/out	loja01	2781	54	brinquedo
07/out	loja01	13942,5	275	brinquedo
08/out	loja01	18140,5	365	brinquedo
09/out	loja01	6500,1	141	brinquedo
10/out	loja01	13019,6	242	brinquedo
11/out	loja01	12658,8	274	brinquedo
12/out	loja01	10198,5	195	brinquedo
13/out	loja01	8350	167	brinquedo
14/out	loja01	3627	62	brinquedo
15/out	loja01	15563,6	292	brinquedo
16/out	loja01	8132,6	157	brinquedo
17/out	loja01	15103,4	314	brinquedo
18/out	loja01	10337,6	208	brinquedo
19/out	loja01	18948,6	319	brinquedo
20/out	loja01	5282,4	93	brinquedo
21/out	loja01	11980,8	208	brinquedo
22/out	loja01	5114,6	107	brinquedo
23/out	loja01	19425	375	brinquedo
24/out	loja01	19330,8	356	brinquedo
25/out	loja01	4980,8	88	brinquedo
26/out	loja01	10732,8	208	brinquedo
27/out	loja01	16061,5	353	brinquedo
28/out	loja01	20241	346	brinquedo
29/out	loja01	3465	63	brinquedo
30/out	loja01	17670,5	295	brinquedo
31/out	loja01	3459,9	57	brinquedo
01/nov	loja01	6435	110	brinquedo
02/nov	loja01	26267,5	475	brinquedo
03/nov	loja01	18608,9	379	brinquedo
04/nov	loja01	2572,4	59	brinquedo
05/nov	loja01	19418,4	372	brinquedo
06/nov	loja01	17690,6	394	brinquedo
07/nov	loja01	17496	360	brinquedo
08/nov	loja01	25714	430	brinquedo
09/nov	loja01	17776	352	brinquedo
10/nov	loja01	24021,5	449	brinquedo
11/nov	loja01	18572,5	323	brinquedo
12/nov	loja01	8289,6	157	brinquedo
13/nov	loja01	10419,5	229	brinquedo
